,index,property_name,Property_type,property_type,society,price,price_per_sqft,areaWithType,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,description,floor_Num,total_floors,area,super_built_up_area,carpet_area,Built_up_area,study room,servant room,store room,pooja room,others,Bed,Light,Chimney,Exhaust Fan,Fan,TV,Dining Table,Microwave,Wardrobe,Sofa,Modular Kitchen,Stove,Washing Machine,AC,Curtains,Water Purifier,Geyser,Fridge,furnishing_type,luxury_score,Environment,Safety,Lifestyle,Connectivity,Green_area,Management,Construction,Amenities
1898,1898,3 BHK Flat in Sector 109 Gurgaon,flat,3 BHK,sbtl caladium,1.3,6914.0,Super Built up area 1880(174.66 sq.m.),3,2,3,"N/a, Sector 109 Gurgaon, Gurgaon, Haryana",16th   of 19 Floors,East,Moderately Old,"Sbtl caladium is one of the most popular destination for buying apartments/ flats in sector 109 gurgaon. You too can be a part of this society by purchasing this 3 bhk flat here. This is a east-Facing property. The floor plan additionally contains 3 bedroom(s), 2 bathrooms and 3 balconies. All in all, the flat is spread over a super built up area of 1880 sq.Ft. This flat is situated on the 16th floor of this 19 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The flat comes well built with vitrified flooring options. Sbtl caladium is designed very well to provide modern facilities such as swimming pool, security personnel, maintenance staff, club house / community center, cctv surveillance, fitness centre / gym, park, lift(s), visitor parking and water softening plant. The housing society ensures a continuous supply of water to your flat from municipal corporation.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",16.0,19.0,1880.0,1880.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,5,4.5,4,3.5,,,,
1899,1899,2 BHK Flat in Sector 107 Gurgaon,flat,2 BHK,signature global solera,0.49,8222.0,Super Built up area 602(55.93 sq.m.)Built Up area: 598 sq.ft. (55.56 sq.m.),2,2,1,"A3-808, Sector 107 Gurgaon, Gurgaon, Haryana",8th   of 14 Floors,South-West,Relatively New,"This 2 bhk flat is located in signature global solera, which houses some of the most spacious flats in sector 107 gurgaon. Constructed on a super built up area of 602 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 8th floor of this 14 floors tall residential building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move.
 Additional details :The apartment has borings water supply.
No power backup is available.
The society has dedicated security guards for every tower.",8.0,14.0,596.0,602.0,,598.0,0,0,0,0,1,0,4,1,1,3,2,1,2,2,1,1,1,1,3,4,1,3,1,2,49,,,,3,4.5,4,4.5,4
1900,1900,3 BHK Flat in Sector 83 Gurgaon,flat,3 BHK,vatika city homes,1.08,6206.0,Super Built up area 1740(161.65 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3,3,3,"B-7, Sector 83 Gurgaon, Gurgaon, Haryana",6th   of 8 Floors,South-West,Relatively New,"Located in the popular residential address of sector 83 gurgaon, vatika city homes is one of the most preferred destination for apartments in gurgaon. This 3 bhk flat is your ticket to be a part of this community. This is a north-East-Facing property. The flat is over 1740 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. This flat lies on the 6th level of a 8 storey building. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. Another plus point for this is that it is situated near close to school and close to market. Many of the modern amenities being offered, like grocery shop, club house / community center, fitness centre / gym, park, lift(s), maintenance staff, visitor parking, security personnel, water softening plant and shopping centre, will provide a pleasant living experience for you. The project provides a continuous supply of water to its flats.
 Additional details :Piped gas facility is available in the property.
The apartment has borings water supply.
Daily needs shopping could be done within the society premises to make the stay convinent.
Full power backup is available.
There is also a separate washroom for domestic help.
The society has dedicated security guards for every tower.",6.0,8.0,1740.0,1740.0,1350.0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,,,,5,5,4,4,5
1901,1901,3 BHK Flat in Sector 79 Gurgaon,flat,3 BHK,bestech altura,1.72,8400.0,Built Up area: 2050 (190.45 sq.m.),3,4,3,"Sector 79 Gurgaon, Gurgaon, Haryana",9th   of 20 Floors,East,New Property,"Pros of this unit 
1) corner unit ( Full privacy unlike other units)
2)9th floor ( Plc height)
3) east facing (Vastu checked)
4) 1st tower
5) sunset visible from balconies
6) direct owner post",9.0,20.0,2048.0,,,2050.0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,4,0,0,49,4,4,3,4,,,,
1902,1902,2 BHK Flat in Sector 23A Gurgaon,flat,2 BHK,ashiana apartment,0.16,2051.0,Super Built up area 780(72.46 sq.m.),2,2,2,"Sector 23A Gurgaon, Gurgaon, Haryana",1st   of 4 Floors,,Moderately Old,Residential apartment for sell.Located on 1st floor out of the 4 located in sector 23a gurgaon.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 1600000.The property comes with a good construction quality which ages 5-10 years old property,1.0,4.0,780.0,780.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,,,,
1903,1903,2 BHK Flat in Sohna,flat,2 BHK,hcbs sports ville,0.2,2666.0,Super Built up area 750(69.68 sq.m.)Built Up area: 743 sq.ft. (69.03 sq.m.)Carpet area: 600 sq.ft. (55.74 sq.m.),2,2,1,"Sohna, Gurgaon, Haryana",4th   of 13 Floors,,New Property,"Adjacent 2 flat of 1 bhk is available
Total cost is 42 lakh",4.0,13.0,750.0,750.0,600.0,743.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,2,4,4,4,4
1904,1904,2 BHK Flat in Sector 51 Gurgaon,flat,2 BHK,orchid island,0.71,7891.0,Carpet area: 906 (84.17 sq.m.),2,2,1,"Sector 51 Gurgaon, Gurgaon, Haryana",4th   of 9 Floors,,Relatively New,Residential apartment for sell.Located on 4th floor out of the 9 located in sector 51 gurgaon.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 7150000.The property comes with a good construction quality which ages 1-5 years old property,4.0,9.0,900.0,,906.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,,,,5,5,5,4.5,4.5
1905,1905,2 BHK Flat in Sohna,flat,2 BHK,signature global park,0.54,6506.0,Carpet area: 830 (77.11 sq.m.),2,2,1,"Sohna, Gurgaon, Haryana",2nd   of 4 Floors,,Relatively New,Residential apartment for sell.Located in sohna.The property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 5400000.Located on 2nd floor out of the 4 the property comes with a good construction quality which ages 1-5 years old property,2.0,4.0,830.0,,830.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,,,,5,5,4,5,5
1906,1906,2 BHK Flat in Sector 81 Gurgaon,flat,2 BHK,vipul lavanya,0.65,5265.0,Super Built up area 1225(113.81 sq.m.)Carpet area: 776 sq.ft. (72.09 sq.m.),2,2,2,"Sector 81 Gurgaon, Gurgaon, Haryana",14th   of 14 Floors,,Moderately Old,"Price 64.5l
Location: Vipul lavanya apartment
 15th floor (Top)
Area:1225 sqft
Modular kitchen, cabinets,
Bookshelf, tv unit in master bedroom, extra wardrobe with lofts in other bedroom
Facing: North-South (Exit is north)Fully functional gated society with all amenities like gymnasium, badminton court, tennis court, card room, library, pool table, squash court , tt room, 2 swimming pools for kids and adults, swimming pool guards, coaches for many activities for kids and adults etc.",14.0,14.0,1235.0,1225.0,776.0,,0,0,0,0,0,0,5,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,96,,,,4.5,5,4,4.5,4
1907,1907,3 BHK Flat in Sector 48 Gurgaon,flat,3 BHK,vipul world,1.38,9482.0,Carpet area: 1450 (134.71 sq.m.),3,3,1,"Sector 48 Gurgaon, Gurgaon, Haryana",2nd   of 3 Floors,,Relatively New,Residential apartment for sell.Located on 2nd floor out of the 3 located in sector 48 gurgaon.The property has 3 bedrooms with 3 bathrooms .Available at an expected price of rs 13750000.The property comes with a good construction quality which ages 1-5 years old property,2.0,3.0,1455.0,,1450.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,,,,4,5,4,4,4
1908,1908,2 BHK Flat in Sector 37D Gurgaon,flat,2 BHK,signature global the millennia 3,0.45,7627.0,Carpet area: 590 (54.81 sq.m.),2,3,2,"Sector 37D Gurgaon, Gurgaon, Haryana",8th   of 19 Floors,,undefined,Direct entrance from dwarka express way,8.0,19.0,590.0,,590.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,4,,,,
1909,1909,1 BHK Flat in Sector 36A Gurgaon,flat,1 BHK,avl 36 gurgaon,0.45,9000.0,Super Built up area 500(46.45 sq.m.),1,1,1,"Sector 36A Gurgaon, Gurgaon, Haryana",9th   of 10 Floors,,Relatively New,"We are the proud owners of this 1 bhk apartment available in avl 36 gurgaon, sector 36a gurgaon, gurgaon. This it is a and the unit is located on 9th floor and has a super built-Up area of 500 sq.Ft. . It has 1 bathroom(s) and 1 balcony(s). The ownership is freehold type.",9.0,10.0,500.0,500.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4.5,4,4,4
1910,1910,3 BHK Flat in Sector 83 Gurgaon,flat,3 BHK,vatika lifestyle homes,1.15,6552.0,Super Built up area 1755(163.04 sq.m.),3,2,3,"Sector 83 Gurgaon, Gurgaon, Haryana",15th   of 17 Floors,,Relatively New,"Vatika lifestyle homes, delhi-Jaipur highway 500 meters, sapphire 83 mall 450 meters",15.0,17.0,1755.0,1755.0,,,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,37,,,,4.5,4.5,4,4,4
1911,1911,4 BHK Flat in Sector 49 Gurgaon,flat,4 BHK,vatika city,3.6,11920.0,Carpet area: 3020 (280.57 sq.m.),4,5,3,"Sector 49 Gurgaon, Gurgaon, Haryana",7th   of 17 Floors,,Moderately Old,All interior work fall celing pop on walls switches shniyder kaif kitchen equipments roca bathroom fittings glass,7.0,17.0,3020.0,,3020.0,,0,1,0,1,0,0,99,1,1,7,0,1,1,7,1,1,1,0,7,6,1,5,0,2,15,,,,4,5,4,4,5
1912,1912,2 BHK Flat in Sector 91 Gurgaon,flat,2 BHK,tarc maceo,0.9,6870.0,Super Built up area 1310(121.7 sq.m.),2,2,2,"Sector 91 Gurgaon, Gurgaon, Haryana",13rd   of 13 Floors,East,Relatively New,Fully furnished east facing flat.,13.0,13.0,1310.0,1310.0,,,0,0,0,0,0,2,6,1,0,3,2,1,0,3,1,1,1,1,3,1,1,3,1,2,67,,,,4,5,5,4,4
1913,1913,1 BHK Flat in Sector 56 Gurgaon,flat,1 BHK,kendriya vihar,0.55,9016.0,Carpet area: 610 (56.67 sq.m.),1,2,1,"Sector 56 Gurgaon, Gurgaon, Haryana",Ground of 3 Floors,,Old Property,1 bhk freehold in a well developed area and society,0.0,3.0,610.0,,610.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,,,,5,5,4,4,4
1914,1914,1 BHK Flat in Sector 71 Gurgaon,flat,1 BHK,m3m sky lofts,0.9,13177.0,Built Up area: 683 (63.45 sq.m.),1,1,0,"Sector 71, Sector 71 Gurgaon, Gurgaon, Haryana",6th   of 6 Floors,,New Property,Studio apartment is available for sale. It is a good location property. Please contact for more details. M3m sky lofts sector 71,6.0,6.0,683.0,,,683.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,2,3,2,4,,,,
1915,1915,1 BHK Flat in Sector 111 Gurgaon,flat,1 BHK,lotus homz,0.5,14838.0,Carpet area: 336.96 (31.3 sq.m.),1,1,1,"Sector 111 Gurgaon, Gurgaon, Haryana",2nd   of 10 Floors,,Relatively New,"2nd floor out of 8th.
Gated society with security 
Society name -Lotus homz
Fully furnished
Twin recliners , 55inch tv , double coil bed
Jaccuzi , washing machine
Fridge , ac.
Kitchen fittings
2nd floor out of 8. With lift.
Gated society.",2.0,10.0,337.0,,336.91007,,0,0,0,0,0,1,4,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,72,,,,5,5,5,4.5,5
1916,1916,3 BHK Flat in Sector 65 Gurgaon,flat,3 BHK,m3m heights,2.86,14000.0,Carpet area: 2040 (189.52 sq.m.),3,3,3,"Sector 65 Gurgaon, Gurgaon, Haryana",45   of 47 Floors,East,undefined,East facing. Beautiful view from the top,45.0,47.0,2043.0,,2040.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,4,4,5,,,,
1917,1917,1 BHK Flat in Sector 52 Gurgaon,flat,1 BHK,ansal api sushant estate,0.29,11600.0,Carpet area: 250 (23.23 sq.m.),1,1,0,"Sector 52 Gurgaon, Gurgaon, Haryana",Ground of 4 Floors,,Moderately Old,1 rk property full furnished for sale,0.0,4.0,250.0,,250.0,,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,49,,,,5,5,5,4,4
1918,1918,2 BHK Flat in Sector 103 Gurgaon,flat,2 BHK,satya the hermitage,0.89,6137.0,Super Built up area 1450(134.71 sq.m.)Carpet area: 1081 sq.ft. (100.43 sq.m.),2,3,3,"Sector 103 Gurgaon, Gurgaon, Haryana",1st   of 11 Floors,,Relatively New,First floor and park facing unit.,1.0,11.0,1450.0,1450.0,1081.0,,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,3,0,0,2,0,1,75,,,,3,5,4,4,4
1919,1919,3 BHK Flat in Sector 103 Gurgaon,flat,3 BHK,satya the hermitage,1.12,5625.0,Super Built up area 1991(184.97 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,4,3+,"Sector 103 Gurgaon, Gurgaon, Haryana",9th   of 11 Floors,,New Property,"Looking for a 3 bhk property for sale in gurgaon? Buy this 3 bhk flat in satya the hermitage that is situated in sector 103 gurgaon. The floor plan additionally contains 3 bedroom(s), 4 bathrooms and more than 3 balconies. All in all, the flat is spread over a super built up area of 1991 sq.Ft. The flat has a total of 11 floors and this property is situated on 9th floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property.",9.0,11.0,1991.0,1991.0,1500.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,,,,3,5,4,4,4
1920,1920,3 BHK Flat in Sector 92 Gurgaon,flat,3 BHK,gls avenue 51,0.5,7812.0,Super Built up area 640(59.46 sq.m.),3,3,1,"Sector 92 Gurgaon, Gurgaon, Haryana",Ground of 12 Floors,,Relatively New,"We are the proud owners of this 3 bhk apartment available in gls avenue 51, sector 92 gurgaon, gurgaon. This it is a and the unit is located on ground floor and has a super built-Up area of 640 sq.Ft. . It has 3 bathroom(s) and 1 balcony(s). The ownership is freehold type.",0.0,12.0,640.0,640.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,,,,
